Time,IP1,Port1,IP2,Port2,Proto,1->2Bytes,2->1Bytes,1->2Pkts,2->1Pkts,packet_times,packet_sizes,packet_dirs
1606185220,137.110.0.70,443,192.168.1.204,62835,17,174,292,1,2,1606185220712;1606185220772;1606185220772;,174;174;118;,2;1;2;
1606185222,137.110.0.70,443,192.168.1.204,63271,6,193,230,3,3,1606185222073;1606185222073;1606185222100;1606185222100;1606185222100;1606185222100;,89;89;52;52;89;52;,2;2;1;1;1;2;
1606185222,192.168.1.240,5353,224.0.0.251,5353,17,143,0,1,0,1606185222244;,143;,1;
1606185222,FE80::426:B589:EABF:4EE,5353,FF02::FB,5353,17,163,0,1,0,1606185222244;,163;,1;
1606185222,137.110.0.70,443,192.168.1.204,62835,17,5541,10600,14,19,1606185222385;1606185222385;1606185222385;1606185222386;1606185222386;1606185222386;1606185222386;1606185222386;1606185222513;1606185222571;1606185222571;1606185222571;1606185222571;1606185222571;1606185222572;1606185222620;1606185222780;1606185222780;1606185222781;1606185222781;1606185222782;1606185222782;1606185222782;1606185222782;1606185222782;1606185222801;1606185222804;1606185222805;1606185222805;1606185222823;1606185222836;1606185222837;1606185222886;,218;1366;1366;565;1366;1366;565;944;1366;138;138;138;138;434;138;150;1162;1162;138;138;170;1162;193;138;138;171;138;284;138;171;166;138;138;,2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;1;1;1;2;2;2;1;1;2;2;2;1;1;2;2;1;2;1;
1606185223,192.168.1.240,5353,224.0.0.251,5353,17,143,0,1,0,1606185223354;,143;,1;
1606185223,FE80::426:B589:EABF:4EE,5353,FF02::FB,5353,17,163,0,1,0,1606185223354;,163;,1;
1606185224,137.110.0.70,443,192.168.1.204,62835,17,642,618,4,4,1606185224483;1606185224483;1606185224490;1606185224519;1606185224558;1606185224558;1606185224562;1606185224588;,186;138;171;138;180;138;171;138;,1;2;2;1;1;2;2;1;
1606185225,137.110.0.70,443,192.168.1.204,62835,17,191,138,1,1,1606185225609;1606185225609;,191;138;,1;2;
1606185226,192.168.1.240,5353,224.0.0.251,5353,17,143,0,1,0,1606185226324;,143;,1;
1606185226,FE80::426:B589:EABF:4EE,5353,FF02::FB,5353,17,163,0,1,0,1606185226324;,163;,1;
1606185228,FE80::A608:F5FF:FE6C:3BA6,0,FF02::1,0,58,96,0,1,0,1606185228167;,96;,1;
1606185228,137.110.0.70,443,192.168.1.204,62835,17,676,630,4,4,1606185228374;1606185228375;1606185228381;1606185228391;1606185228437;1606185228437;1606185228437;1606185228438;,200;138;171;171;200;138;138;150;,1;2;2;2;1;1;1;2;
1606185228,192.168.1.240,5353,224.0.0.251,5353,17,106,0,1,0,1606185228781;,106;,1;
1606185228,FE80::426:B589:EABF:4EE,5353,FF02::FB,5353,17,126,0,1,0,1606185228781;,126;,1;
1606185229,192.168.1.240,5353,224.0.0.251,5353,17,106,0,1,0,1606185229805;,106;,1;
1606185229,FE80::426:B589:EABF:4EE,5353,FF02::FB,5353,17,126,0,1,0,1606185229805;,126;,1;
1606185230,137.110.0.70,443,192.168.1.204,62835,17,174,292,1,2,1606185230238;1606185230402;1606185230402;,174;174;118;,2;1;2;
1606185232,137.110.0.70,443,192.168.1.204,62835,17,4219,894,7,6,1606185232573;1606185232573;1606185232573;1606185232573;1606185232573;1606185232574;1606185232574;1606185232574;1606185232575;1606185232594;1606185232602;1606185232631;1606185232636;,1162;1162;1162;177;280;138;138;138;138;171;171;138;138;,1;1;1;1;1;2;2;2;2;2;2;1;1;
1606185232,192.168.1.240,5353,224.0.0.251,5353,17,106,0,1,0,1606185232979;,106;,1;
1606185232,FE80::426:B589:EABF:4EE,5353,FF02::FB,5353,17,126,0,1,0,1606185232979;,126;,1;
1606185233,137.110.0.70,443,192.168.1.204,62835,17,304,308,2,2,1606185233871;1606185233904;1606185233936;1606185233936;,170;138;166;138;,2;1;1;2;
